"","drug","model.id","response_type","value"
"1630","CFI-400945","M15.1.F272","survival","182.0000"
"1631","CFI-400945","M5.1.F276","mRECIST","SD"
"1632","CFI-400945","M5.1.F276","best.average.response","-13.3540"
"1633","CFI-400945","M5.1.F276","slope","72.8123"
"1634","CFI-400945","M5.1.F276","AUC","203.4425"
"1635","CFI-400945","M5.1.F276","survival","114.0000"
"1636","CFI-400945","M5.1.F277","mRECIST","PD"
"1637","CFI-400945","M5.1.F277","best.average.response","34.7806"
"1638","CFI-400945","M5.1.F277","slope","62.6540"
"1639","CFI-400945","M5.1.F277","AUC","119.8036"
"1640","CFI-400945","M5.1.F277","survival","28.0000"
"1641","WATER","M5.1.F280","mRECIST","PD"
"1642","WATER","M5.1.F280","best.average.response","57.5680"
"1643","WATER","M5.1.F280","slope","84.0577"
"1644","WATER","M5.1.F280","AUC","338.3362"
"1645","WATER","M5.1.F280","survival","61.0000"
"1646","BMN673","M15.1.F280","mRECIST","PD"
"1647","BMN673","M15.1.F280","best.average.response","89.0868"
"1648","BMN673","M15.1.F280","slope","86.7040"
"1649","BMN673","M15.1.F280","AUC","496.5676"
"1650","BMN673","M15.1.F280","survival","40.0000"
"1651","WATER","M5.1.F281","mRECIST","SD"
"1652","WATER","M5.1.F281","best.average.response","-5.9534"
"1653","WATER","M5.1.F281","slope","77.0928"
"1654","WATER","M5.1.F281","AUC","206.3812"
"1655","WATER","M5.1.F281","survival","55.0000"
"1656","CFI-400945","M15.1.F281","mRECIST","SD"
"1657","CFI-400945","M15.1.F281","best.average.response","3.7109"
"1658","CFI-400945","M15.1.F281","slope","50.2093"
"1659","CFI-400945","M15.1.F281","AUC","138.7857"
"1660","CFI-400945","M15.1.F281","survival","69.0000"
"1661","TAXOL + CFI-402257","M25.1.F281","mRECIST","CR"
"1662","TAXOL + CFI-402257","M25.1.F281","best.average.response","-65.1020"
"1663","TAXOL + CFI-402257","M25.1.F281","slope","-70.5473"
"1664","TAXOL + CFI-402257","M25.1.F281","AUC","52.2077"
"1665","TAXOL + CFI-402257","M25.1.F281","survival","157.0000"
"1666","WATER","M5.1.F283","mRECIST","PD"
"1667","WATER","M5.1.F283","best.average.response","66.6308"
"1668","WATER","M5.1.F283","slope","88.5270"
"1669","WATER","M5.1.F283","AUC","673.4981"
"1670","WATER","M5.1.F283","survival","20.0000"
"1671","TAXOL","M25.1.F283","mRECIST","SD"
"1672","TAXOL","M25.1.F283","best.average.response","9.6923"
"1673","TAXOL","M25.1.F283","slope","86.9377"
"1674","TAXOL","M25.1.F283","AUC","459.3974"
"1675","TAXOL","M25.1.F283","survival","31.0000"
"1676","CFI-402257","M35.1.F283","mRECIST","PD"
"1677","CFI-402257","M35.1.F283","best.average.response","82.1638"
"1678","CFI-402257","M35.1.F283","slope","88.3658"
"1679","CFI-402257","M35.1.F283","AUC","510.2215"
"1680","CFI-402257","M35.1.F283","survival","27.0000"
"1681","CFI-400945","M45.1.F283","mRECIST","PD"
"1682","CFI-400945","M45.1.F283","best.average.response","93.7572"
"1683","CFI-400945","M45.1.F283","slope","85.8236"
"1684","CFI-400945","M45.1.F283","AUC","399.7301"
"1685","CFI-400945","M45.1.F283","survival","34.0000"
"1686","CFI-400945","M5.1.F287","mRECIST","PR"
"1687","CFI-400945","M5.1.F287","best.average.response","-24.6096"
"1688","CFI-400945","M5.1.F287","slope","-62.7198"
"1689","CFI-400945","M5.1.F287","AUC","118.9078"
"1690","CFI-400945","M5.1.F287","survival","160.0000"
"1691","WATER","M5.1.F289","mRECIST","SD"
"1692","WATER","M5.1.F289","best.average.response","-7.9640"
"1693","WATER","M5.1.F289","slope","72.9825"
"1694","WATER","M5.1.F289","AUC","252.6677"
"1695","WATER","M5.1.F289","survival","145.0000"
"1696","ERIBULIN","M15.1.F289","mRECIST","SD"
"1697","ERIBULIN","M15.1.F289","best.average.response","5.0007"
"1698","ERIBULIN","M15.1.F289","slope","66.2377"
"1699","ERIBULIN","M15.1.F289","AUC","225.3456"
"1700","ERIBULIN","M15.1.F289","survival","35.0000"
"1701","CDX-011","M25.1.F289","mRECIST","PR"
"1702","CDX-011","M25.1.F289","best.average.response","-35.3002"
"1703","CDX-011","M25.1.F289","slope","-67.9073"
"1704","CDX-011","M25.1.F289","AUC","142.8845"
"1705","CDX-011","M25.1.F289","survival","132.0000"
"1706","TAXOL","M5.1.F290","mRECIST","PD"
"1707","TAXOL","M5.1.F290","best.average.response","31.2642"
"1708","TAXOL","M5.1.F290","slope","-26.6416"
"1709","TAXOL","M5.1.F290","AUC","196.5649"
"1710","TAXOL","M5.1.F290","survival","180.0000"
"1711","WATER","M5.1.F291","mRECIST","PD"
"1712","WATER","M5.1.F291","best.average.response","38.0239"
"1713","WATER","M5.1.F291","slope","85.3895"
"1714","WATER","M5.1.F291","AUC","438.3710"
"1715","WATER","M5.1.F291","survival","83.0000"
"1716","ERIBULIN","M15.1.F291","mRECIST","SD"
"1717","ERIBULIN","M15.1.F291","best.average.response","-20.8641"
"1718","ERIBULIN","M15.1.F291","slope","-45.1634"
"1719","ERIBULIN","M15.1.F291","AUC","115.8683"
"1720","ERIBULIN","M15.1.F291","survival","120.0000"
"1721","CARBOPLATIN","M25.1.F291","mRECIST","PD"
"1722","CARBOPLATIN","M25.1.F291","best.average.response","30.0673"
"1723","CARBOPLATIN","M25.1.F291","slope","85.9087"
"1724","CARBOPLATIN","M25.1.F291","AUC","556.2766"
"1725","CARBOPLATIN","M25.1.F291","survival","49.0000"
"1726","CARBOPLATIN","M26.2.F291","mRECIST","SD"
"1727","CARBOPLATIN","M26.2.F291","best.average.response","13.5094"
"1728","CARBOPLATIN","M26.2.F291","slope","73.4788"
"1729","CARBOPLATIN","M26.2.F291","AUC","222.3528"
"1730","CARBOPLATIN","M26.2.F291","survival","49.0000"
"1731","CX5461 VEHICLE","M5.1.F292","mRECIST","PD"
"1732","CX5461 VEHICLE","M5.1.F292","best.average.response","84.4558"
"1733","CX5461 VEHICLE","M5.1.F292","slope","86.9823"
"1734","CX5461 VEHICLE","M5.1.F292","AUC","499.8204"
"1735","CX5461 VEHICLE","M5.1.F292","survival","52.0000"
"1736","CX5461","M15.1.F292","mRECIST","SD"
"1737","CX5461","M15.1.F292","best.average.response","-26.3029"
"1738","CX5461","M15.1.F292","slope","55.6709"
"1739","CX5461","M15.1.F292","AUC","144.6883"
"1740","CX5461","M15.1.F292","survival","123.0000"
"1741","CFI-400945","M25.1.F292","mRECIST","PD"
"1742","CFI-400945","M25.1.F292","best.average.response","64.1967"
"1743","CFI-400945","M25.1.F292","slope","46.6734"
"1744","CFI-400945","M25.1.F292","AUC","182.2657"
"1745","CFI-400945","M25.1.F292","survival","52.0000"
"1746","ERIBULIN","M35.1.F292","mRECIST","PR"
"1747","ERIBULIN","M35.1.F292","best.average.response","-39.9519"
"1748","ERIBULIN","M35.1.F292","slope","-67.8070"
"1749","ERIBULIN","M35.1.F292","AUC","82.2275"
"1750","ERIBULIN","M35.1.F292","survival","257.0000"
"1751","ERIBULIN","M5.1.F294","mRECIST","SD"
"1752","ERIBULIN","M5.1.F294","best.average.response","19.8357"
"1753","ERIBULIN","M5.1.F294","slope","-40.7678"
"1754","ERIBULIN","M5.1.F294","AUC","546.5469"
"1755","ERIBULIN","M5.1.F294","survival","111.0000"
"1756","WATER","M5.1.F297","mRECIST","PD"
"1757","WATER","M5.1.F297","best.average.response","48.3438"
"1758","WATER","M5.1.F297","slope","83.3338"
"1759","WATER","M5.1.F297","AUC","385.4747"
"1760","WATER","M5.1.F297","survival","91.0000"
"1761","CFI-400945","M15.1.F297","mRECIST","PR"
"1762","CFI-400945","M15.1.F297","best.average.response","-39.0510"
"1763","CFI-400945","M15.1.F297","slope","-72.2344"
"1764","CFI-400945","M15.1.F297","AUC","107.4583"
"1765","CFI-400945","M15.1.F297","survival","43.0000"
"1766","WATER","M5.1.F299","mRECIST","SD"
"1767","WATER","M5.1.F299","best.average.response","19.4202"
"1768","WATER","M5.1.F299","slope","85.6837"
"1769","WATER","M5.1.F299","AUC","482.9415"
"1770","WATER","M5.1.F299","survival","53.0000"
"1771","EVEROLIMUS","M15.1.F299","mRECIST","SD"
"1772","EVEROLIMUS","M15.1.F299","best.average.response","-10.2337"
"1773","EVEROLIMUS","M15.1.F299","slope","66.2007"
"1774","EVEROLIMUS","M15.1.F299","AUC","292.7103"
"1775","EVEROLIMUS","M15.1.F299","survival","32.0000"
"1776","ERIBULIN","M25.1.F299","mRECIST","SD"
"1777","ERIBULIN","M25.1.F299","best.average.response","-19.2256"
"1778","ERIBULIN","M25.1.F299","slope","-37.6122"
"1779","ERIBULIN","M25.1.F299","AUC","184.5056"
"1780","ERIBULIN","M25.1.F299","survival","299.0000"
"1781","CDX-011","M35.1.F299","mRECIST","CR"
"1782","CDX-011","M35.1.F299","best.average.response","-72.2712"
"1783","CDX-011","M35.1.F299","slope","-75.6095"
"1784","CDX-011","M35.1.F299","AUC","27.7940"
"1785","CDX-011","M35.1.F299","survival","209.0000"
"1786","CFI-400945","M5.1.F301","mRECIST","PD"
"1787","CFI-400945","M5.1.F301","best.average.response","37.9156"
"1788","CFI-400945","M5.1.F301","slope","83.9194"
"1789","CFI-400945","M5.1.F301","AUC","488.0082"
"1790","CFI-400945","M5.1.F301","survival","49.0000"
"1791","WATER","M5.1.F302","mRECIST","SD"
"1792","WATER","M5.1.F302","best.average.response","13.1023"
"1793","WATER","M5.1.F302","slope","86.3819"
"1794","WATER","M5.1.F302","AUC","617.9969"
"1795","WATER","M5.1.F302","survival","35.0000"
"1796","BMN673","M15.2.F302","mRECIST","PD"
"1797","BMN673","M15.2.F302","best.average.response","29.5123"
"1798","BMN673","M15.2.F302","slope","83.6198"
"1799","BMN673","M15.2.F302","AUC","366.2495"
"1800","BMN673","M15.2.F302","survival","55.0000"
"1801","CX5461","M5.1.F304","mRECIST","PD"
"1802","CX5461","M5.1.F304","best.average.response","58.8605"
"1803","CX5461","M5.1.F304","slope","85.0930"
"1804","CX5461","M5.1.F304","AUC","378.9506"
"1805","CX5461","M5.1.F304","survival","35.0000"
"1806","WATER","M5.1.F305","mRECIST","PD"
"1807","WATER","M5.1.F305","best.average.response","40.8148"
"1808","WATER","M5.1.F305","slope","78.1248"
"1809","WATER","M5.1.F305","AUC","189.9222"
"1810","WATER","M5.1.F305","survival","125.0000"
"1811","CARBOPLATIN","M15.1.F305","mRECIST","SD"
"1812","CARBOPLATIN","M15.1.F305","best.average.response","-2.9062"
"1813","CARBOPLATIN","M15.1.F305","slope","75.3686"
"1814","CARBOPLATIN","M15.1.F305","AUC","196.7778"
"1815","CARBOPLATIN","M15.1.F305","survival","48.0000"
"1816","CFI-402257","M5.1.F310","mRECIST","PD"
"1817","CFI-402257","M5.1.F310","best.average.response","62.9938"
"1818","CFI-402257","M5.1.F310","slope","86.7256"
"1819","CFI-402257","M5.1.F310","AUC","325.8191"
"1820","CFI-402257","M5.1.F310","survival","22.0000"
"1821","WATER","M5.1.F312","mRECIST","PD"
"1822","WATER","M5.1.F312","best.average.response","35.5516"
"1823","WATER","M5.1.F312","slope","86.5059"
"1824","WATER","M5.1.F312","AUC","508.6640"
"1825","WATER","M5.1.F312","survival","47.0000"
"1826","CFI-400945","M15.1.F312","mRECIST","PD"
"1827","CFI-400945","M15.1.F312","best.average.response","129.2654"
"1828","CFI-400945","M15.1.F312","slope","88.2185"
"1829","CFI-400945","M15.1.F312","AUC","727.4724"
"1830","CFI-400945","M15.1.F312","survival","26.0000"
"1831","CX5461 VEHICLE","M5.1.F313","mRECIST","PD"
"1832","CX5461 VEHICLE","M5.1.F313","best.average.response","42.9007"
"1833","CX5461 VEHICLE","M5.1.F313","slope","88.4271"
"1834","CX5461 VEHICLE","M5.1.F313","AUC","666.0397"
"1835","CX5461 VEHICLE","M5.1.F313","survival","26.0000"
"1836","CX5461","M15.1.F313","mRECIST","PD"
"1837","CX5461","M15.1.F313","best.average.response","44.2007"
"1838","CX5461","M15.1.F313","slope","83.6188"
"1839","CX5461","M15.1.F313","AUC","230.1247"
"1840","CX5461","M15.1.F313","survival","26.0000"
"1841","TAXOL","M25.1.F313","mRECIST","SD"
"1842","TAXOL","M25.1.F313","best.average.response","4.8150"
"1843","TAXOL","M25.1.F313","slope","86.9262"
"1844","TAXOL","M25.1.F313","AUC","541.0441"
"1845","TAXOL","M25.1.F313","survival","26.0000"
"1846","ERIBULIN","M35.1.F313","mRECIST","SD"
"1847","ERIBULIN","M35.1.F313","best.average.response","-27.1779"
"1848","ERIBULIN","M35.1.F313","slope","86.7639"
"1849","ERIBULIN","M35.1.F313","AUC","536.4865"
"1850","ERIBULIN","M35.1.F313","survival","48.0000"
"1851","CDX-011","M45.1.F313","mRECIST","PR"
"1852","CDX-011","M45.1.F313","best.average.response","-42.1445"
"1853","CDX-011","M45.1.F313","slope","-0.6411"
"1854","CDX-011","M45.1.F313","AUC","573.0861"
"1855","CDX-011","M45.1.F313","survival","63.0000"
"1856","TAXOL","M15.1.F316","mRECIST",NA
"1857","TAXOL","M15.1.F316","best.average.response","NA"
"1858","TAXOL","M15.1.F316","slope","-39.3408"
"1859","TAXOL","M15.1.F316","AUC","146.2674"
"1860","TAXOL","M15.1.F316","survival","14.0000"
"1861","TAXOL","M16.2.F316","mRECIST","SD"
"1862","TAXOL","M16.2.F316","best.average.response","6.3411"
"1863","TAXOL","M16.2.F316","slope","13.6345"
"1864","TAXOL","M16.2.F316","AUC","143.1112"
"1865","TAXOL","M16.2.F316","survival","228.0000"
"1866","CFI-402257","M5.1.F317","mRECIST","SD"
"1867","CFI-402257","M5.1.F317","best.average.response","-2.1057"
"1868","CFI-402257","M5.1.F317","slope","-3.0153"
"1869","CFI-402257","M5.1.F317","AUC","223.7398"
"1870","CFI-402257","M5.1.F317","survival","65.0000"
"1871","CDX-011","M5.1.F318","mRECIST","SD"
"1872","CDX-011","M5.1.F318","best.average.response","9.4304"
"1873","CDX-011","M5.1.F318","slope","67.8501"
"1874","CDX-011","M5.1.F318","AUC","138.6521"
"1875","CDX-011","M5.1.F318","survival","52.0000"
"1876","CARBOPLATIN","M15.1.F318","mRECIST","SD"
"1877","CARBOPLATIN","M15.1.F318","best.average.response","12.7242"
"1878","CARBOPLATIN","M15.1.F318","slope","59.7944"
"1879","CARBOPLATIN","M15.1.F318","AUC","158.7107"
"1880","CARBOPLATIN","M15.1.F318","survival","55.0000"
"1881","WATER","M5.1.F319","mRECIST","PD"
"1882","WATER","M5.1.F319","best.average.response","32.7714"
"1883","WATER","M5.1.F319","slope","86.0341"
"1884","WATER","M5.1.F319","AUC","508.7418"
"1885","WATER","M5.1.F319","survival","54.0000"
"1886","CFI-400945","M15.1.F319","mRECIST","PD"
"1887","CFI-400945","M15.1.F319","best.average.response","18.8831"
"1888","CFI-400945","M15.1.F319","slope","80.9019"
"1889","CFI-400945","M15.1.F319","AUC","307.1950"
"1890","CFI-400945","M15.1.F319","survival","60.0000"
"1891","CFI-400945","M25.1.F319","mRECIST","PR"
"1892","CFI-400945","M25.1.F319","best.average.response","-39.0361"
"1893","CFI-400945","M25.1.F319","slope","85.4988"
"1894","CFI-400945","M25.1.F319","AUC","470.2138"
"1895","CFI-400945","M25.1.F319","survival","32.0000"
"1896","WATER","M5.1.F320","mRECIST","PD"
"1897","WATER","M5.1.F320","best.average.response","76.2742"
"1898","WATER","M5.1.F320","slope","87.6019"
"1899","WATER","M5.1.F320","AUC","903.1902"
"1900","WATER","M5.1.F320","survival","63.0000"
"1901","CFI-400945","M15.1.F320","mRECIST","SD"
"1902","CFI-400945","M15.1.F320","best.average.response","-1.9334"
"1903","CFI-400945","M15.1.F320","slope","66.2554"
"1904","CFI-400945","M15.1.F320","AUC","149.2485"
"1905","CFI-400945","M15.1.F320","survival","85.0000"
"1906","BMN673","M25.1.F320","mRECIST","SD"
"1907","BMN673","M25.1.F320","best.average.response","23.1670"
"1908","BMN673","M25.1.F320","slope","75.6363"
"1909","BMN673","M25.1.F320","AUC","188.0812"
"1910","BMN673","M25.1.F320","survival","50.0000"
"1911","CFI-402257","M5.1.F322","mRECIST","PD"
"1912","CFI-402257","M5.1.F322","best.average.response","81.9054"
"1913","CFI-402257","M5.1.F322","slope","86.0153"
"1914","CFI-402257","M5.1.F322","AUC","394.8277"
"1915","CFI-402257","M5.1.F322","survival","35.0000"
"1916","ERIBULIN","M5.1.F323","mRECIST","PD"
"1917","ERIBULIN","M5.1.F323","best.average.response","48.0255"
"1918","ERIBULIN","M5.1.F323","slope","88.0735"
"1919","ERIBULIN","M5.1.F323","AUC","571.2635"
"1920","ERIBULIN","M5.1.F323","survival","29.0000"
"1921","WATER","M25.1.F324","mRECIST","SD"
"1922","WATER","M25.1.F324","best.average.response","7.3189"
"1923","WATER","M25.1.F324","slope","70.1164"
"1924","WATER","M25.1.F324","AUC","181.0730"
"1925","WATER","M25.1.F324","survival","78.0000"
"1926","CFI-400945","M35.1.F324","mRECIST","SD"
"1927","CFI-400945","M35.1.F324","best.average.response","-9.3164"
"1928","CFI-400945","M35.1.F324","slope","68.2649"
"1929","CFI-400945","M35.1.F324","AUC","215.0693"
"1930","CFI-400945","M35.1.F324","survival","78.0000"
"1931","CFI-402257","M45.1.F324","mRECIST","SD"
"1932","CFI-402257","M45.1.F324","best.average.response","0.6761"
"1933","CFI-402257","M45.1.F324","slope","65.3067"
"1934","CFI-402257","M45.1.F324","AUC","159.1684"
"1935","CFI-402257","M45.1.F324","survival","64.0000"
"1936","CFI-400945","M5.1.F325","mRECIST","PR"
"1937","CFI-400945","M5.1.F325","best.average.response","-47.8926"
"1938","CFI-400945","M5.1.F325","slope","4.7523"
"1939","CFI-400945","M5.1.F325","AUC","106.7562"
"1940","CFI-400945","M5.1.F325","survival","414.0000"
"1941","TAXOL","M5.1.F326","mRECIST","PR"
"1942","TAXOL","M5.1.F326","best.average.response","-46.8432"
"1943","TAXOL","M5.1.F326","slope","-70.1553"
"1944","TAXOL","M5.1.F326","AUC","95.3691"
"1945","TAXOL","M5.1.F326","survival","70.0000"
"1946","CFI-400945","M5.1.F327","mRECIST","PD"
"1947","CFI-400945","M5.1.F327","best.average.response","57.2870"
"1948","CFI-400945","M5.1.F327","slope","77.3094"
"1949","CFI-400945","M5.1.F327","AUC","219.9830"
"1950","CFI-400945","M5.1.F327","survival","42.0000"
"1951","TAXOL","M5.1.F328","mRECIST","PR"
"1952","TAXOL","M5.1.F328","best.average.response","-39.6942"
"1953","TAXOL","M5.1.F328","slope","-87.2700"
"1954","TAXOL","M5.1.F328","AUC","761.9874"
"1955","TAXOL","M5.1.F328","survival","154.0000"
"1956","TAXOL","M6.2.F328","mRECIST","CR"
"1957","TAXOL","M6.2.F328","best.average.response","-67.3524"
"1958","TAXOL","M6.2.F328","slope","-76.7344"
"1959","TAXOL","M6.2.F328","AUC","85.2577"
"1960","TAXOL","M6.2.F328","survival","147.0000"
"1961","WATER","M5.1.F329","mRECIST","PD"
"1962","WATER","M5.1.F329","best.average.response","37.4145"
"1963","WATER","M5.1.F329","slope","88.6869"
"1964","WATER","M5.1.F329","AUC","1542.3929"
"1965","WATER","M5.1.F329","survival","69.0000"
"1966","ERIBULIN","M15.2.F329","mRECIST","CR"
"1967","ERIBULIN","M15.2.F329","best.average.response","-76.3709"
"1968","ERIBULIN","M15.2.F329","slope","-80.4757"
"1969","ERIBULIN","M15.2.F329","AUC","40.3587"
"1970","ERIBULIN","M15.2.F329","survival","265.0000"
"1971","CX5461","M25.1.F329","mRECIST","PD"
"1972","CX5461","M25.1.F329","best.average.response","73.1399"
"1973","CX5461","M25.1.F329","slope","88.6008"
"1974","CX5461","M25.1.F329","AUC","621.0936"
"1975","CX5461","M25.1.F329","survival","20.0000"
"1976","CDX-011","M5.1.F330","mRECIST","PD"
"1977","CDX-011","M5.1.F330","best.average.response","70.4268"
"1978","CDX-011","M5.1.F330","slope","85.8866"
"1979","CDX-011","M5.1.F330","AUC","291.8807"
"1980","CDX-011","M5.1.F330","survival","22.0000"
"1981","ERIBULIN","M15.1.F330","mRECIST","CR"
"1982","ERIBULIN","M15.1.F330","best.average.response","-74.2117"
"1983","ERIBULIN","M15.1.F330","slope","-73.7952"
"1984","ERIBULIN","M15.1.F330","AUC","27.1854"
"1985","ERIBULIN","M15.1.F330","survival","357.0000"
"1986","WATER","M5.1.F331","mRECIST","PD"
"1987","WATER","M5.1.F331","best.average.response","25.7564"
"1988","WATER","M5.1.F331","slope","88.4646"
"1989","WATER","M5.1.F331","AUC","1035.2082"
"1990","WATER","M5.1.F331","survival","20.0000"
"1991","ERIBULIN","M15.1.F331","mRECIST","SD"
"1992","ERIBULIN","M15.1.F331","best.average.response","5.8207"
"1993","ERIBULIN","M15.1.F331","slope","85.2091"
"1994","ERIBULIN","M15.1.F331","AUC","397.4926"
"1995","ERIBULIN","M15.1.F331","survival","42.0000"
"1996","CX5461","M25.1.F331","mRECIST","PR"
"1997","CX5461","M25.1.F331","best.average.response","-30.0325"
"1998","CX5461","M25.1.F331","slope","-62.6890"
"1999","CX5461","M25.1.F331","AUC","61.6611"
"2000","CX5461","M25.1.F331","survival","42.0000"
"2001","TAXOL","M35.1.F331","mRECIST","PD"
"2002","TAXOL","M35.1.F331","best.average.response","77.3918"
"2003","TAXOL","M35.1.F331","slope","71.5073"
"2004","TAXOL","M35.1.F331","AUC","319.0179"
"2005","TAXOL","M35.1.F331","survival","42.0000"
"2006","CFI-400945","M45.1.F331","mRECIST","SD"
"2007","CFI-400945","M45.1.F331","best.average.response","12.0001"
"2008","CFI-400945","M45.1.F331","slope","61.2624"
"2009","CFI-400945","M45.1.F331","AUC","375.6754"
"2010","CFI-400945","M45.1.F331","survival","48.0000"
"2011","WATER","M5.1.F334","mRECIST","PD"
"2012","WATER","M5.1.F334","best.average.response","125.1385"
